Zip3,Zipcode,Z,ZipcodeType,City,State,Population,Density,TotalWages,Wealthy,HouseOfUnits,LandArea,WaterArea,Latitude,Longitude,NEBoundLatitude,NEBoundLongitude,SWBoundLatitude,SWBoungLongitude
486,48601,48601,Standard,Saginaw,MI,38406,365.9108232,279948908,7289.197209,17166,104.96,4.76,43.4157871,-83.8685072,43.529466,-83.738018,43.2975769,-84.070725
77,7746,7746,Standard,Marlboro,NJ,18666,1430.344828,727877282,38994.81849,6262,13.05,0.06,40.3268076,-74.2531465,40.357076,-74.197556,40.2769318,-74.296999
316,31601,31601,Standard,Valdosta,GA,32730,213.3915765,264692676,8087.157837,13344,153.38,4.63,30.7729189,-83.3789389,30.8825279,-83.21501,30.631238,-83.4843289
361,36105,36105,Standard,Montgomery,AL,12043,163.9618788,130702365,10852.97393,5427,73.45,1.26,32.2334312,-86.2767995,32.411296,-86.1917091,32.1197141,-86.3770019
105,10509,10509,Standard,Brewster,NY,19507,540.3601108,570505824,29246.21028,7457,36.1,3.34,41.4238545,-73.5829689,41.491602,-73.5339471,41.3550259,-73.660619
208,20855,20855,Standard,Derwood,MD,14295,1090.389016,502406808,35145.6319,5018,13.11,0.25,39.1329803,-77.1370115,39.1858399,-77.099876,39.1015728,-77.176203
388,38863,38863,Standard,Pontotoc,MS,19788,70.04849729,234844643,11868.0333,8196,282.49,1.75,34.1940742,-89.0561532,34.380212,-88.824849,34.0618738,-89.2871699
17,1757,1757,Standard,Milford,MA,28061,1885.819892,656271057,23387.30113,11436,14.88,0.27,42.1526727,-71.5130445,42.194226,-71.4772151,42.116807,-71.5644059
762,76240,76240,Standard,Gainesville,TX,26120,70.70160243,344644721,13194.66773,11378,369.44,3.14,33.6353571,-97.1359377,33.9160641,-96.940339,33.4256958,-97.3824379
545,54547,54547,Standard,Mercer,WI,1392,6.399411548,14206085,10205.52083,2147,217.52,19.32,46.1708418,-90.1167463,46.337039,-89.8967399,46.077008,-90.292193
395,39501,39501,Standard,Gulfport,MS,21987,1607.236842,176802095,8041.210488,10493,13.68,0.52,30.3981324,-89.1038783,30.435691,-89.0487101,30.349044,-89.153493
535,53508,53508,Standard,Belleville,WI,5262,75.76673866,119932572,22792.20296,2151,69.45,0.39,42.8824665,-89.5686271,42.948639,-89.48549,42.7844089,-89.708682
335,33563,33563,Standard,Plant City,FL,25488,1725.660122,304886839,11961.97579,10224,14.77,0.45,28.0147874,-82.116955,28.0476899,-82.0681649,27.9862211,-82.187079
922,92231,92231,Standard,Calexico,CA,39073,684.4105798,472316483,12088.0527,10826,57.09,0,32.6826471,-115.5799503,32.723186,-115.362835,32.650025,-115.756563
299,29910,29910,Standard,Bluffton,SC,33954,329.4905386,586067194,17260.62302,14606,103.05,14.14,32.2299039,-80.8765205,32.349793,-80.724558,32.092034,-81.0140229
241,24143,24143,XX,RADFORD,VA,667,XX,XX,XX,XX,XX,XX,37.12,-80.55,XX,XX,XX,XX
856,85621,85621,Standard,Nogales,AZ,23054,81.6764685,191981269,8327.460267,8065,282.26,0.52,31.3929942,-111.1175767,31.5533291,-110.7149559,31.3321771,-111.4510811
707,70714,70714,Standard,Baker,LA,19803,575.5013078,265218820,13392.86068,7631,34.41,0.12,30.603637,-91.1257082,30.636097,-91.050782,30.5308991,-91.2138301
765,76513,76513,Standard,Belton,TX,34172,323.9666287,558330750,16338.83735,13052,105.48,12.66,31.0673097,-97.5030669,31.2026699,-97.3822809,30.922557,-97.6372579
982,98201,98201,Standard,Everett,WA,29582,3954.812834,448386792,15157.41978,13899,7.48,2.68,47.9990269,-122.1914014,48.043751,-122.12651,47.9369109,-122.2422922
616,61611,61611,Standard,East Peoria,IL,25268,617.9505992,493390085,19526.28166,11239,40.89,9.29,40.6845194,-89.5403279,40.84858,-89.445251,40.381251,-89.6115619
380,38063,38063,Standard,Ripley,TN,17403,57.03844515,174421907,10022.51951,7502,305.11,30.8,35.7833682,-89.5120084,35.890282,-89.384452,35.593132,-89.958879
375,37501,37501,XX,MEMPHIS,TN,539,XX,XX,XX,XX,XX,XX,35.1,-90,XX,XX,XX,XX
30,3053,3053,Standard,Londonderry,NH,23957,583.4632245,694316492,28981.77952,8651,41.06,0.13,42.8842866,-71.4061876,42.9427728,-71.331059,42.798988,-71.4487079
853,85353,85353,Standard,Tolleson,AZ,31011,1430.396679,411937702,13283.59943,9673,21.68,0.01,33.4169563,-112.274168,33.465353,-112.221152,33.362626,-112.336557
187,18706,18706,Standard,Wilkes Barre,PA,16105,607.7358491,234733362,14575.18547,7811,26.5,0.32,41.2164036,-75.9142437,41.246009,-75.807962,41.166225,-75.9954931
503,50313,50313,Standard,Des Moines,IA,17376,962.6592798,241628917,13905.89992,7158,18.05,0.34,41.6542926,-93.6116494,41.688588,-93.5661429,41.523738,-93.6843469
351,35111,35111,Standard,Mc Calla,AL,16140,251.4410344,300059074,18591.02069,6406,64.19,1.18,33.2920602,-87.0824045,33.354107,-86.9974767,33.2188451,-87.21548
970,97071,97071,Standard,Woodburn,OR,28803,548.5240906,283156646,9830.803944,9746,52.51,0.16,45.1308865,-122.8348938,45.209441,-122.669861,45.072918,-123.00686
392,39208,39208,Standard,Pearl,MS,31371,623.4300477,387897218,12364.83434,11512,50.32,0.16,32.2540172,-90.0840215,32.3358859,-90.0207898,32.1806061,-90.1805229
617,61704,61704,Standard,Bloomington,IL,35981,1949.133261,1195688567,33231.10995,15047,18.46,0.01,40.4772644,-88.9318082,40.5250811,-88.901541,40.4331479,-89.0209578
493,49348,49348,Standard,Wayland,MI,12153,182.7793653,189184338,15566.88373,5092,66.49,1.9,42.6828191,-85.6229296,42.7822169,-85.5158881,42.5948119,-85.7216799
477,47715,47715,Standard,Evansville,IN,27063,1165.503876,451050228,16666.67509,14163,23.22,0.58,37.961954,-87.4703029,38.0350271,-87.4415059,37.9060281,-87.530034
767,76704,76704,Standard,Waco,TX,8007,1548.742747,47467655,5928.269639,3704,5.17,0.17,31.5726497,-97.1197867,31.6027731,-97.0964549,31.4981361,-97.1734191
790,79013,79013,XX,CACTUS,TX,2241,XX,XX,XX,XX,XX,XX,36.04,-102.01,XX,XX,XX,XX
479,47905,47905,Standard,Lafayette,IN,38910,324.9269311,702399604,18051.9045,17306,119.75,0.84,40.4064351,-86.761749,40.561883,-86.6752921,40.272687,-86.923909
141,14111,14111,Standard,North Collins,NY,3352,92.93041309,52890844,15778.89141,1449,36.07,0.17,42.5884889,-78.9175088,42.629556,-78.7833659,42.5382629,-79.015485
722,72209,72209,Standard,Little Rock,AR,32376,1964.563107,305478326,9435.33253,13437,16.48,0.35,34.6741181,-92.3517526,34.7164811,-92.2802619,34.633433,-92.44512
181,18105,18105,XX,ALLENTOWN,PA,1045,XX,XX,XX,XX,XX,XX,40.59,-75.47,XX,XX,XX,XX
184,18466,18466,Standard,Tobyhanna,PA,16681,463.8765295,233567676,14002.01882,7697,35.96,0.57,41.159588,-75.3645369,41.253825,-75.314382,41.1149289,-75.4827599
471,47130,47130,Standard,Jeffersonville,IN,44722,1309.192037,723020061,16166.98853,20053,34.16,0.4,38.3325704,-85.6948458,38.4243869,-85.6383769,38.2671701,-85.755573
724,72401,72401,Standard,Jonesboro,AR,53767,458.6845248,584440521,10869.8741,22765,117.22,1.24,35.8916172,-90.658333,35.995978,-90.508484,35.770931,-90.7764859
109,10901,10901,Standard,Suffern,NY,23465,1303.611111,753862348,32127.09772,9391,18,0.08,41.1411152,-74.1357407,41.193985,-74.050735,41.0907341,-74.1747171
176,17601,17601,Standard,Lancaster,PA,49779,1494.416091,1160414452,23311.3251,20711,33.31,0.28,40.0720931,-76.3058328,40.11099,-76.1995439,40.0421288,-76.4385328
492,49203,49203,Standard,Jackson,MI,38280,1457.175485,508914016,13294.51452,17213,26.27,0.86,42.2085364,-84.406761,42.257819,-84.328667,42.160137,-84.4824748
240,24012,24012,Standard,Roanoke,VA,29015,1421.607055,417119303,14375.98839,13586,20.41,0.05,37.3172783,-79.8912813,37.3639919,-79.8178011,37.276621,-79.9851469
260,26031,26031,Standard,Benwood,WV,1755,640.5109489,23193242,13215.52251,906,2.74,0.56,40.0018636,-80.7048084,40.0362839,-80.6531561,39.9745039,-80.7421921
424,42420,42420,Standard,Henderson,KY,38192,202.6423303,540763542,14159.07892,17011,188.47,8.94,37.8039941,-87.5198011,37.9755139,-87.27032,37.680886,-87.8122631
783,78374,78374,Standard,Portland,TX,16620,348.7932844,338630450,20374.87665,6482,47.65,0.43,27.9062317,-97.3192542,27.945229,-97.248598,27.849886,-97.364341
801,80110,80110,Standard,Englewood,CO,20867,3296.524487,317249784,15203.4209,9483,6.33,0.16,39.6487896,-105.0148322,39.678684,-104.9535409,39.6198471,-105.034955
716,71639,71639,Standard,Dumas,AR,6579,36.23395935,64182980,9755.734914,2992,181.57,5.04,33.9215202,-91.4821482,34.010557,-91.2832359,33.7805049,-91.7393869
243,24343,24343,Standard,Hillsville,VA,9267,69.9449015,106076769,11446.72159,4883,132.49,0.58,36.7830032,-80.6992633,36.892148,-80.4965721,36.63611,-80.8474149
562,56232,56232,Standard,Dawson,MN,2415,16.55697244,30294887,12544.46667,1141,145.86,2.98,44.9347256,-96.0238656,45.0918769,-95.877499,44.790368,-96.1963099
87,8755,8755,Standard,Toms River,NJ,25302,1587.327478,535504694,21164.52035,10526,15.94,0.11,40.0207099,-74.2061931,40.0587159,-74.1829471,39.9499409,-74.276315
182,18202,18202,Standard,Hazleton,PA,12083,369.7368421,153551696,12708.07713,5608,32.68,0.21,40.9511721,-76.0217831,41.01155,-75.926798,40.9050411,-76.188707
930,93030,93030,Standard,Oxnard,CA,59372,4280.605624,782668499,13182.45131,15395,13.87,0,34.2054029,-119.1681373,34.2226799,-119.0956071,34.182716,-119.224756
354,35401,35401,Standard,Tuscaloosa,AL,39878,837.5971435,215081021,5393.475626,16514,47.61,1.91,33.1690726,-87.6383797,33.230199,-87.524239,33.114583,-87.7032829
712,71203,71203,Standard,Monroe,LA,37105,312.2265231,467962714,12611.85053,15266,118.84,6.61,32.5662435,-92.027319,32.6923338,-91.90328,32.4697248,-92.143303
843,84320,84320,Standard,Lewiston,UT,2237,50.31488979,28187324,12600.50246,749,44.46,0.12,41.9574298,-111.8449346,41.9993301,-111.7396981,41.9044879,-111.9447731
61,6108,6108,Standard,East Hartford,CT,24307,2997.163995,369783784,15213.05731,9845,8.11,0.44,41.7785885,-72.6210303,41.800621,-72.57395,41.7432779,-72.6674139
125,12550,12550,Standard,Newburgh,NY,54447,1568.173963,944182378,17341.31133,20342,34.72,1.16,41.5306113,-74.0535126,41.5868169,-73.9670509,41.487212,-74.13544
326,32608,32608,Standard,Gainesville,FL,45842,1175.435897,710369036,15496.03063,22975,39,2.43,29.6156734,-82.3659168,29.6520931,-82.3089699,29.5422021,-82.4795521
502,50208,50208,Standard,Newton,IA,20417,124.2968465,284056918,13912.76475,9051,164.26,0.24,41.6802825,-93.0576199,41.862611,-92.8727451,41.574515,-93.1888439
400,40065,40065,Standard,Shelbyville,KY,28025,158.7189217,424535627,15148.46127,11354,176.57,3.19,38.262056,-85.2308414,38.343036,-85.0633028,38.085159,-85.3361251
40,4073,4073,Standard,Sanford,ME,16189,432.9767317,246907434,15251.55562,7397,37.39,0.8,43.415378,-70.7356619,43.4734429,-70.6426098,43.334896,-70.847997
363,36303,36303,Standard,Dothan,AL,30217,481.0858144,450533711,14909.94179,13518,62.81,0.02,31.2483723,-85.3756249,31.3257709,-85.2943218,31.1952109,-85.539525
391,39150,39150,Standard,Port Gibson,MS,5914,26.03336708,61036270,10320.64085,2754,227.17,10.97,32.0119115,-90.9629523,32.1586739,-90.795614,31.8208869,-91.19321
197,19720,19720,Standard,New Castle,DE,59250,1597.03504,1004528941,16954.07495,22765,37.1,3.89,39.6317596,-75.5975296,39.7247739,-75.509367,39.550683,-75.664926
711,71107,71107,Standard,Shreveport,LA,33800,236.5787079,393082419,11629.65737,13099,142.87,10.53,32.5917234,-93.8451731,32.751343,-93.728972,32.499384,-94.0316649
619,61920,61920,Standard,Charleston,IL,25594,171.0142991,259753202,10148.98812,10220,149.66,0.9,39.514055,-88.2071598,39.637684,-88.045152,39.3615888,-88.285021
778,77859,77859,Standard,Hearne,TX,6981,41.13972538,83668753,11985.21029,3117,169.69,1.47,30.8883535,-96.5996963,30.977188,-96.236745,30.733485,-96.670811
791,79118,79118,Standard,Amarillo,TX,19726,116.0967571,335064071,16985.91052,7615,169.91,4.11,35.1042931,-101.7296049,35.226171,-101.6124091,34.9566749,-101.919516
720,72032,72032,Standard,Conway,AR,31436,275.4644234,400168762,12729.6336,13327,114.12,7.62,35.0819701,-92.3616203,35.169575,-92.2507229,34.937052,-92.5188659
523,52302,52302,Standard,Marion,IA,36980,498.5843333,791193645,21395.17699,15868,74.17,0.05,42.0871391,-91.5789994,42.152664,-91.4761268,41.9759449,-91.6994359
652,65265,65265,Standard,Mexico,MO,15409,68.08200415,196353428,12742.77552,7050,226.33,2.28,39.1810112,-91.8708613,39.3825151,-91.755542,39.0390079,-92.0616189
846,84651,84651,Standard,Payson,UT,23457,215.3598972,315168222,13435.99872,6790,108.92,0.07,39.9268916,-111.7376178,40.1285119,-111.6270441,39.810564,-111.8609901
242,24201,24201,Standard,Bristol,VA,17116,1652.123552,182361998,10654.47523,8469,10.36,0.06,36.6159085,-82.1659243,36.6347079,-82.105742,36.5945959,-82.2433819
933,93307,93307,Standard,Bakersfield,CA,82658,595.0899928,625585080,7568.354908,23411,138.9,0.29,35.2421103,-118.9761519,35.392668,-118.78232,35.023432,-119.0306519
537,53713,53713,Standard,Madison,WI,22146,2123.298178,306778779,13852.55933,10193,10.43,0.97,43.0324123,-89.3843206,43.057808,-89.3255289,43.012334,-89.443643
85,8512,8512,Standard,Cranbury,NJ,10105,475.3057385,430075333,42560.64651,4133,21.26,0.23,40.3225327,-74.511172,40.512046,-74.458347,40.273778,-74.5887281
474,47421,47421,Standard,Bedford,IN,27831,152.306682,398335583,14312.65794,12857,182.73,1.41,38.8721597,-86.4794359,39.0008969,-86.2667379,38.724235,-86.667577
236,23666,23666,Standard,Hampton,VA,49825,2517.6857,841469822,16888.50621,22464,19.79,0.74,37.0538822,-76.3984537,37.1084869,-76.355974,37.012618,-76.450604
836,83605,83605,Standard,Caldwell,ID,39649,1423.151472,314560607,7933.632803,14190,27.86,0.26,43.6686454,-116.6462445,43.701965,-116.5634199,43.619676,-116.736587
443,44306,44306,Standard,Akron,OH,22492,2713.148372,196415325,8732.674951,10634,8.29,0,41.03619,-81.4828198,41.0754169,-81.45383,41.006856,-81.5060901
165,16502,16502,Standard,Erie,PA,16664,6534.901961,159742451,9586.080833,7894,2.55,0,42.1103844,-80.0953942,42.1267319,-80.0736099,42.0927709,-80.1271611
488,48801,48801,Standard,Alma,MI,12923,180.8677397,161739162,12515.60489,5279,71.45,0.61,43.3789816,-84.6688348,43.480736,-84.5280949,43.292055,-84.7862109
924,92408,92408,Standard,San Bernardino,CA,15271,1437.947269,131844065,8633.623535,4324,10.62,0.17,34.0868517,-117.2617329,34.1066549,-117.20878,34.050166,-117.307121
81,8110,8110,Standard,Pennsauken,NJ,19008,2965.366615,284976156,14992.43245,6429,6.41,1.54,39.9701797,-75.0552739,39.996451,-75.01249,39.933487,-75.088162
346,34677,34677,Standard,Oldsmar,FL,20842,2101.008065,471895554,22641.5677,9867,9.92,4.03,28.0459972,-82.6807458,28.0861211,-82.648372,27.9789979,-82.711159
810,81001,81001,Standard,Pueblo,CO,30498,874.1186586,311541924,10215.15916,13150,34.89,0.19,38.3060189,-104.5422225,38.363459,-104.4306649,38.2521591,-104.607856
721,72114,72114,Standard,North Little Rock,AR,12658,1584.230288,87442691,6908.096935,6313,7.99,1.14,34.7587524,-92.2581158,34.786122,-92.207588,34.7435909,-92.309151
86,8641,8641,Standard,Trenton,NJ,3553,702.173913,33873319,9533.723332,1298,5.06,0.01,40.026469,-74.5756196,40.0586149,-74.5460119,39.9926139,-74.6169071
985,98584,98584,Standard,Shelton,WA,36630,107.4193548,466631462,12739.05165,16557,341,36.2,47.2190139,-123.1546587,47.4723788,-122.8419659,47.084604,-123.4237041
542,54241,54241,Standard,Two Rivers,WI,14884,224.5963483,261394448,17562.11019,7109,66.27,5.84,44.2037901,-87.5988876,44.342026,-87.500766,44.122451,-87.730233
221,22153,22153,Standard,Springfield,VA,31285,3519.12261,1046636877,33454.91056,10676,8.89,0.17,38.7484105,-77.2347674,38.7725489,-77.1899529,38.7146039,-77.2784509
806,80631,80631,Standard,Greeley,CO,48603,472.5619835,423173227,8706.730593,17984,102.85,0.96,40.4398216,-104.6821048,40.5241951,-104.5079459,40.3560609,-104.862742
319,31907,31907,Standard,Columbus,GA,55332,2407.832898,671965907,12144.25481,22774,22.98,0.11,32.4559867,-84.8776392,32.5403829,-84.785175,32.3905059,-84.9471991
195,19508,19508,Standard,Birdsboro,PA,15725,413.4893505,333547254,21211.27211,6236,38.03,0.74,40.256372,-75.841775,40.3290621,-75.738436,40.185219,-75.922692
613,61354,61354,Standard,Peru,IL,10870,256.6706021,187931168,17288.9759,5062,42.35,0.35,41.3278445,-89.1420182,41.512825,-89.09734,41.221379,-89.1825471
949,94975,94975,XX,PETALUMA,CA,747,XX,XX,XX,XX,XX,XX,38.32,-122.64,XX,XX,XX,XX
324,32401,32401,Standard,Panama City,FL,22647,2116.542056,274489478,12120.34609,11764,10.7,5.77,30.1624013,-85.6588999,30.18905,-85.6036749,30.130167,-85.7414089
166,16648,16648,Standard,Hollidaysburg,PA,15538,269.7569444,321191147,20671.33138,6548,57.6,0.46,40.4307142,-78.3614672,40.5301989,-78.2440389,40.2962021,-78.5446309
544,54494,54494,Standard,Wisconsin Rapids,WI,27126,203.5264106,458696321,16909.84004,12224,133.28,4.16,44.3837264,-89.8172797,44.4543618,-89.548544,44.21358,-89.858242
794,79404,79404,Standard,Lubbock,TX,11289,391.9791667,86584786,7669.836655,4018,28.8,0.75,33.5087283,-101.8093583,33.578939,-101.6858041,33.46161,-101.8899289
871,87109,87109,Standard,Albuquerque,NM,40432,3995.256917,638814464,15799.72457,19546,10.12,0.07,35.1590068,-106.5760857,35.1744968,-106.533316,35.1263379,-106.6109319
200,20032,20032,Standard,Washington,DC,35653,6791.047619,405512547,11373.86887,15681,5.25,0.08,38.8372336,-77.0161436,38.8606889,-76.972451,38.7916449,-77.0480249
405,40511,40511,Standard,Lexington,KY,31798,358.9749379,477905843,15029.43088,12566,88.58,0.39,38.1248882,-84.5012435,38.211449,-84.3376729,38.0585838,-84.6521261
974,97402,97402,Standard,Eugene,OR,50342,728.7492762,652674166,12964.80406,22044,69.08,6.45,44.0431493,-123.2259181,44.149741,-123.0998549,43.873968,-123.366029
675,67501,67501,Standard,Hutchinson,KS,27212,147.7868897,278193938,10223.20807,11658,184.13,1.13,37.9854328,-97.9374948,38.0928841,-97.7142549,37.831725,-98.069275
153,15301,15301,Standard,Washington,PA,49331,404.650972,813552741,16491.71395,22432,121.91,0.28,40.1627412,-80.254435,40.275103,-80.129857,40.0482109,-80.3685979
292,29205,29205,Standard,Columbia,SC,24822,3778.082192,444003485,17887.49839,12913,6.57,0,33.9900337,-80.9981576,34.010763,-80.9674489,33.962489,-81.0277289
857,85714,85714,Standard,Tucson,AZ,15009,2281.00304,124840994,8317.742288,5536,6.58,0,32.1701178,-110.9476831,32.179758,-110.875634,32.137753,-111.0037609
425,42501,42501,Standard,Somerset,KY,17592,88.05686255,157667838,8962.473738,8533,199.78,3.86,37.0366796,-84.3962535,37.1664069,-84.265853,36.943396,-84.636878
658,65802,65802,Standard,Springfield,MO,44270,696.0691824,484432932,10942.69103,19682,63.6,0,37.1953893,-93.3892894,37.27597,-93.13003,37.161896,-93.5281591
198,19804,19804,Standard,Wilmington,DE,17944,2398.930481,311762889,17374.21361,7726,7.48,0.13,39.7198886,-75.6149893,39.7647069,-75.4953331,39.7004429,-75.661411
82,8215,8215,Standard,Egg Harbor City,NJ,13442,116.0293483,250307571,18621.3042,5624,115.85,3.58,39.5781244,-74.5697617,39.7277799,-74.4218269,39.442529,-74.7364731
628,62864,62864,Standard,Mount Vernon,IL,24108,166.0788096,346263018,14362.99228,11420,145.16,0.64,38.3172698,-88.9031235,38.432193,-88.764511,38.2018569,-89.0303419
66,6615,6615,Standard,Stratford,CT,18453,2847.685185,380373506,20613.09847,7671,6.48,1.87,41.1661142,-73.1290596,41.204158,-73.0953518,41.14628,-73.179855
559,55987,55987,Standard,Winona,MN,35629,223.0576598,500798996,14055.93747,14483,159.73,8.34,43.9888981,-91.6566377,44.1291589,-91.3643208,43.8762399,-91.856544
67,6770,6770,Standard,Naugatuck,CT,31975,1912.380383,664366317,20777.67997,13107,16.72,0.09,41.4910157,-73.052334,41.5214349,-73.001811,41.456268,-73.105161
211,21133,21133,Standard,Randallstown,MD,29998,2961.30306,585249014,19509.60111,11630,10.13,0.02,39.3766768,-76.8086617,39.4037961,-76.759252,39.346829,-76.8712819
772,77252,77252,XX,HOUSTON,TX,,XX,XX,XX,XX,XX,XX,29.76,-95.38,XX,XX,XX,XX
484,48442,48442,Standard,Holly,MI,20669,242.1108118,388000477,18772.0972,8700,85.37,3.72,42.7833139,-83.6135572,42.8990399,-83.469797,42.6706179,-83.769035
934,93401,93401,Standard,San Luis Obispo,CA,28033,400.8149843,489578544,17464.365,13378,69.94,0.02,35.2454989,-120.5969758,35.79839,-120.524199,35.1588069,-120.769868
360,36054,36054,Standard,Millbrook,AL,15066,618.7268994,230079210,15271.41975,6192,24.35,1.5,32.4737616,-86.3680869,32.5444739,-86.2056,32.410196,-86.412342
245,24501,24501,Standard,Lynchburg,VA,26757,694.4458863,272890943,10198.86172,11838,38.53,0.18,37.3594913,-79.1209829,37.426311,-79.0456029,37.263828,-79.2432829
833,83301,83301,Standard,Twin Falls,ID,52010,184.6355923,621048725,11940.94838,21053,281.69,1.52,42.3986045,-114.5613507,42.637074,-114.395819,42.15764,-114.7280959
936,93625,93625,Standard,Fowler,CA,7313,295.8333333,106890322,14616.48051,2416,24.72,0,36.6234291,-119.6615055,36.6781,-119.6105739,36.576358,-119.727121
844,84401,84401,Standard,Ogden,UT,35622,1206.707317,440853883,12375.88802,14096,29.52,0.32,41.2231225,-111.9737732,41.2563801,-111.8400311,41.1757479,-112.1285679
456,45638,45638,Standard,Ironton,OH,21635,279.0532697,254782589,11776.40809,9785,77.53,1.45,38.5702309,-82.669947,38.6413349,-82.519959,38.4790069,-82.833974
730,73013,73013,Standard,Edmond,OK,43933,1500.443989,1143831916,26035.82537,18074,29.28,0.39,35.6264403,-97.5138947,35.6530191,-97.3705199,35.5801589,-97.665257
156,15650,15650,Standard,Latrobe,PA,28432,380.8707301,443926805,15613.6327,12619,74.65,0.1,40.289828,-79.4028639,40.3695279,-79.2871859,40.151234,-79.744766
137,13795,13795,Standard,Kirkwood,NY,3800,186.7321867,59480812,15652.84526,1618,20.35,0.35,42.0623227,-75.7720328,42.124792,-75.740928,41.99779,-75.8372731
717,71721,71721,XX,BEIRNE,AR,,XX,XX,XX,XX,XX,XX,33.85,-93.19,XX,XX,XX,XX
623,62353,62353,Standard,Mount Sterling,IL,5637,30.10253124,53072832,9415.084619,1772,187.26,0.16,39.9994472,-90.7342734,40.1193879,-90.561321,39.8500059,-90.8873931
618,61820,61820,Standard,Champaign,IL,36964,5651.987768,252798620,6839.049345,14760,6.54,0,40.1166102,-88.2412504,40.149189,-88.225627,40.0802489,-88.262782
804,80424,80424,Standard,Breckenridge,CO,9627,76.45330368,216334880,22471.68173,11169,125.92,0.39,39.476845,-106.0169971,39.6084149,-105.735766,39.2713881,-106.186288
168,16833,16833,Standard,Curwensville,PA,5342,74.78650427,67209884,12581.40846,2505,71.43,1.33,40.9231885,-78.5774408,41.0529099,-78.4884259,40.8161139,-78.680623
44,4416,4416,Standard,Bucksport,ME,5468,94.63482174,80351056,14694.77981,2843,57.78,7.52,44.6335977,-68.7431195,44.7217051,-68.6442639,44.4936608,-68.847533
816,81657,81657,Standard,Vail,CO,5581,50.18884892,98307688,17614.70848,7611,111.2,0.22,39.6648024,-106.3934777,39.752342,-106.2150431,39.51739,-106.5248789
832,83276,83276,Standard,Soda Springs,ID,4097,9.698648297,71228509,17385.52819,1987,422.43,26.43,42.7447764,-111.5229817,43.0325029,-111.295653,42.5108999,-111.780063
279,27932,27932,Standard,Edenton,NC,12562,106.3134733,155936806,12413.37414,6209,118.16,4.68,36.0927193,-76.6181655,36.2438251,-76.4054699,36.004502,-76.737341
427,42701,42701,Standard,Elizabethtown,KY,48194,303.8139066,734367370,15237.73437,20611,158.63,1.72,37.7030051,-85.8647201,37.842911,-85.682537,37.559684,-86.075094
223,22304,22304,Standard,Alexandria,VA,44300,9568.034557,1411232938,31856.274,22966,4.63,0.09,38.8167099,-77.1082444,38.8327699,-77.087274,38.7898919,-77.174957
257,25702,25702,Standard,Huntington,WV,7788,669.0721649,75404913,9682.192219,4004,11.64,1.55,38.4379018,-82.318057,38.480033,-82.2723689,38.4121618,-82.4191569
121,12118,12118,Standard,Mechanicville,NY,13897,440.0569981,282986422,20363.13032,6296,31.58,1.39,42.9069858,-73.7242486,42.9997789,-73.662943,42.841808,-73.804146
788,78840,78840,Standard,Del Rio,TX,48149,50.60538541,524367252,10890.51179,18118,951.46,42.64,29.6666145,-100.8451467,30.1938289,-100.639359,29.2717439,-101.210525
487,48757,48757,Standard,Reese,MI,3817,69.28662189,56167914,14715.19885,1703,55.09,0.03,43.4449572,-83.6986568,43.558257,-83.5766471,43.4059921,-83.778067
565,56573,56573,Standard,Perham,MN,5993,43.37724378,91861648,15328.15752,3340,138.16,18.2,46.5728122,-95.5905369,46.717541,-95.3712971,46.486754,-95.73105
992,99201,99201,Standard,Spokane,WA,13342,4447.333333,128209556,9609.470544,7858,3,0.19,47.6600716,-117.4316272,47.6802449,-117.41106,47.649074,-117.4643498
779,77901,77901,Standard,Victoria,TX,41548,2100.505561,482909232,11622.92365,16779,19.78,0,28.8066384,-96.9960925,28.848406,-96.9360649,28.761035,-97.0447081
451,45140,45140,Standard,Loveland,OH,53267,1149.978411,1514521477,28432.64079,20412,46.32,0.61,39.2411393,-84.2489525,39.3135701,-84.158661,39.196881,-84.3240309
228,22801,22801,Standard,Harrisonburg,VA,37989,1169.612069,451645051,11888.83758,14072,32.48,0.13,38.4049904,-78.8722341,38.4661199,-78.788886,38.3403221,-78.975605
526,52601,52601,Standard,Burlington,IA,29723,268.0887526,432381838,14547.04565,13740,110.87,9.6,40.8522544,-91.1161166,40.9861851,-90.951967,40.6963011,-91.2586378
500,50021,50021,Standard,Ankeny,IA,21595,838.6407767,560127366,25937.82663,9017,25.75,0.01,41.7152759,-93.5711466,41.7913291,-93.5253149,41.6533189,-93.663527
226,22601,22601,Standard,Winchester,VA,27813,2817.933131,454102156,16326.97501,12521,9.87,0.02,39.1819828,-78.1678439,39.206095,-78.1352358,39.1309269,-78.2039619
703,70360,70360,Standard,Houma,LA,26429,410.8347583,619634694,23445.25688,10706,64.33,1.37,29.5779003,-90.810357,29.668419,-90.7101698,29.4582909,-90.98248
847,84790,84790,Standard,Saint George,UT,35770,808.9099955,414001640,11573.99049,14477,44.22,0.52,37.0441957,-113.5490415,37.1272249,-113.407529,36.999923,-113.7417131
158,15857,15857,Standard,Saint Marys,PA,13212,131.9089457,228327216,17281.80563,6190,100.16,0.2,41.4634516,-78.52065,41.5654561,-78.4183768,41.3577269,-78.656395
164,16407,16407,Standard,Corry,PA,11317,105.3038057,136968162,12102.86843,4851,107.47,0.33,41.9085895,-79.6726632,41.999338,-79.5386709,41.828524,-79.7822749
