Id,,Ship Date,Deliv Date,Trailer Number,Equipment,UPPER([Driver]),UPPER([Truck Number]),Cons City,Cons State,Con Zip,Ship City,Ship State,Ship Zip,Max. Miles,Max. Total Carr Adj,Max. Total Cust Rate
1463991,#REF!,1/15/18 0:00,1/16/18 0:00,CUT /1/19,40 HC,CMA,EXPORT,MIDLOTHIAN,TX,76065,DALLAS,TX,76052,49,$600.00,$800.00
1463992,#REF!,1/15/18 0:00,1/16/18 0:00,CUT /1/19,40 HC,CMA,EXPORT,MIDLOTHIAN,TX,76065,DALLAS,TX,76052,49,$600.00,$800.00
1463993,#REF!,1/16/18 0:00,1/18/18 0:00,CUT 1/22,40 HC,MOL,EXPORT,TAMPA,FL,33601,JACKSONVILLE,FL,32226,237,"$1,300.00","$1,700.00"
1463994,#REF!,1/19/18 0:00,1/22/18 0:00,ETA 1/18,40 STD,MAERSK,IMPORT,PENSACOLA,FL,32514,MOBILE,AL,36603,59,$700.00,$800.00
1464006,#REF!,1/19/18 0:00,1/22/18 0:00,ETA 1/18,20 STD,MAERSK,IMPORT,PENSACOLA,FL,32514,MOBILE,AL,36603,59,$700.00,$800.00
1464043,#REF!,1/12/18 0:00,1/12/18 0:00,,40 HC,MAERSK,IMPORT,MOUNT PLEASANT,SC,29466,CHARLESTON,SC,29405,16,$200.00,$500.00
1464054,#REF!,1/25/18 0:00,1/26/18 0:00,CUT 2/1,40 HC,MAERSK,EXPORT,TAMPA,FL,33637,JACKSONVILLE,FL,32226,208,"$2,200.00","$2,400.00"
1464066,#REF!,1/12/18 0:00,1/12/18 0:00,,40 HC,COSCO,IMPORT,ATLANTA,GA,30336,GARDEN CITY,GA,31408,260,"$2,100.00","$2,200.00"
1464098,#REF!,1/15/18 0:00,1/18/18 0:00,ETA 1/8,20 STD,MAERSK,IMPORT,CORDELE,GA,31015,"SAVANNAH,",GA,31408,188,"$2,400.00","$2,500.00"
1464120,#REF!,1/16/18 0:00,1/18/18 0:00,CUT TBD,20FT CONTAINER,ANL,EXPORT,KANSAS CITY,KS,66021,KANSAS CITY,KS,66106,30,"$2,300.00","$2,500.00"
1464128,#REF!,1/12/18 0:00,1/29/18 0:00,Eta 1/22,40 HC,ZIM,IMPORT,AUBURN,MA,1501,ELIZABETH,NJ,7201,190,"$3,800.00","$3,800.00"
1464171,#REF!,1/16/18 0:00,1/17/18 0:00,ETA 1/13,40 HC,CMA,IMPORT,MOUNT PLEASANT,SC,29464,NORTH CHARLESTON,SC,TBD,0,$600.00,$700.00
1464175,#REF!,1/12/18 0:00,1/29/18 0:00,CUT 1/19,20FT CONTAINER,ZIM,EXPORT,DECATUR,IL,62521,CHICAGO,IL,60638,175,"$2,700.00","$1,600.00"
1464180,#REF!,1/12/18 0:00,1/31/18 0:00,CUT 1/19,20FT CONTAINER,ZIM,EXPORT,DECATUR,IL,62521,CHICAGO,IL,60638,175,"$2,700.00","$1,600.00"
1464189,#REF!,1/12/18 0:00,1/29/18 0:00,CUT 1/19,20FT CONTAINER,ZIM,EXPORT,DECATUR,IL,62521,CHICAGO,IL,60638,175,"$2,600.00","$1,500.00"
1464203,#REF!,1/18/18 0:00,1/24/18 0:00,ETA 1/14,40FT CONTAINER,YANG MING,IMPORT,NASHVILLE,TN,37211,GARDEN CITY,GA,31408,498,"$3,300.00","$3,500.00"
1464213,#REF!,1/19/18 0:00,1/22/18 0:00,ETA 1/14,40FT CONTAINER,YANG MING,IMPORT,NASHVILLE,TN,37211,GARDEN CITY,GA,31408,498,"$3,300.00","$3,500.00"
1464217,#REF!,1/19/18 0:00,1/22/18 0:00,ETA 1/14,40FT CONTAINER,YANG MING,IMPORT,NASHVILLE,TN,37211,GARDEN CITY,GA,31408,498,"$3,300.00","$3,500.00"
1464218,#REF!,1/22/18 0:00,1/23/18 0:00,ETA 1/14,40FT CONTAINER,YANG MING,IMPORT,NASHVILLE,TN,37211,GARDEN CITY,GA,31408,498,"$3,200.00","$3,400.00"
1464220,#REF!,2/2/18 0:00,2/2/18 0:00,CUT 2/9,40 STD,CMA CGM SA,EXPORT,BAINBRIDGE,GA,39817,GARDEN CITY,GA,31408,259,"$1,800.00","$2,100.00"
1464224,#REF!,1/22/18 0:00,1/24/18 0:00,ETA 1/14,40FT CONTAINER,YANG MING,IMPORT,NASHVILLE,TN,37211,GARDEN CITY,GA,31408,498,"$3,200.00","$3,400.00"
1464237,#REF!,1/26/18 0:00,1/29/18 0:00,ETA 1/21,40 HC,MSC,IMPORT,OMLITO,TX,78575,SEABROOK,TX,77586,367,"$2,700.00","$3,300.00"
1464240,#REF!,1/12/18 0:00,1/30/18 0:00,ETA 1/24,40 HC,ZIM,IMPORT,TULSA,OK,74146,LA PORTE,TX,77571,524,"$4,000.00","$4,200.00"
1464250,#REF!,1/15/18 0:00,1/16/18 0:00,CUT 1/16,20 STD,SAF MARINE,EXPORT,PENNSAUKEN,NJ,8110,NEWARK,NJ,7101,0,"$1,100.00","$1,400.00"
1464280,#REF!,1/12/18 0:00,1/26/18 0:00,ETA 1/15,40FT CONTAINER,EVERGREEN,IMPORT,ALBION,NY,14411,ELIZABETH,NJ,7201,350,"$2,900.00","$4,100.00"
1464283,#REF!,1/12/18 0:00,1/26/18 0:00,ETA 1/15,40FT CONTAINER,EVERGREEN,IMPORT,ALBION,NY,14411,ELIZABETH,NJ,7201,350,"$2,900.00","$4,100.00"
1464305,#REF!,1/15/18 0:00,1/19/18 0:00,LFD 1/18,20 STD,MAERSK,EXPORT,BALTIMORE,MD,21224,BALTIMORE,MD,21224,0,$800.00,$0.00
1464324,#REF!,1/12/18 0:00,1/15/18 0:00,CUT 1/18,40 HC,MAERSK,EXPORT,BOSTON,MA,2205,MARSHFIELD,MA,2050,30,"$1,700.00","$2,300.00"
1464362,#REF!,1/12/18 0:00,1/12/18 0:00,ETA 1/9,40 HC,PIL,IMPORT,MIRA LOMA,CA,91752,LONG BEACH,CA,90802,57,"$1,900.00","$1,600.00"
1464367,#REF!,1/12/18 0:00,1/12/18 0:00,eta 1/9,40 HC,PIL,IMPORT,MIRA LOMA,CA,91752,LONG BEACH,CA,90802,57,"$1,800.00","$1,600.00"
1464372,#REF!,1/12/18 0:00,1/12/18 0:00,ETA 1/9,40 HC,PIL,IMPORT,MIRA LOMA,CA,91752,LONG BEACH,CA,90802,57,"$1,800.00","$1,600.00"
1464414,#REF!,1/12/18 0:00,1/18/18 0:00,ETA 1/14,40FT CONTAINER,NYK,IMPORT,HAYWARD,CA,94545,OAKLAND,CA,94607,19,$900.00,"$1,300.00"
1464427,#REF!,1/12/18 0:00,1/17/18 0:00,ETA 1/12,40FT CONTAINER,HAMBURG SUD,IMPORT,FRESCO,CA,93703,"LONG BEACH,",CA,90810,241,"$2,900.00","$2,900.00"
1464548,#REF!,1/22/18 0:00,1/22/18 0:00,CUT 1/22,40 HC,MSC,EXPORT,KANSAS CITY,KS,66103,KANSAS CITY,KS,66101,5,$900.00,$900.00
1464646,#REF!,1/12/18 0:00,1/12/18 0:00,ETA 2/08,20FT CONTAINER,MSC,IMPORT,MANSFIELD,OH,44902,CLEVELAND,OH,44110,91,$700.00,"$1,000.00"
1464671,#REF!,1/12/18 0:00,2/1/18 0:00,,20FT CONTAINER,ZIM,IMPORT,GRAND PRAIRIE,TX,75051,LA PORTE,TX,77571,278,"$2,300.00","$2,400.00"
1464675,#REF!,1/12/18 0:00,1/16/18 0:00,lfd 1/15,40 HC,CMA,IMPORT,VISALIA,CA,93291,LONG BEACH,CA,90802,212,"$1,700.00","$1,900.00"
1464688,#REF!,1/12/18 0:00,2/7/18 0:00,CUT 2/09,20FT CONTAINER,MSC,EXPORT,WINSTON SALEM,NC,27105,MT PLEASANT,SC,29464,294,"$1,700.00","$2,400.00"
1464718,#REF!,1/21/18 0:00,2/9/18 0:00,eta 2/7,40FT REEFER,MSC,IMPORT,WOODLAND,WA,98674,SEATTLE,WA,98121,147,"$2,100.00","$2,400.00"
1464730,#REF!,1/15/18 0:00,1/17/18 0:00,LFD 1/17,20 STD,APL,IMPORT,CHICAGO,IL,60623,ELWOOD,IL,60421,45,"$1,500.00","$2,000.00"
1464754,#REF!,1/12/18 0:00,1/17/18 0:00,eta 1/12,40 HC,ZIM,IMPORT,MORRIS,IL,60450,CHICAGO,IL,60638,52,"$1,700.00","$1,800.00"
1464755,#REF!,1/12/18 0:00,1/16/18 0:00,LFD 1/15,40FT CONTAINER,COSCO,IMPORT,PLANO,IL,60545,ELWOOD,IL,60421,39,"$1,700.00","$2,300.00"
1464761,#REF!,1/12/18 0:00,1/17/18 0:00,eta 1/12,40 HC,ZIM,IMPORT,MORRIS,IL,60450,CHICAGO,IL,60638,52,"$1,100.00","$1,200.00"
1464763,#REF!,1/12/18 0:00,1/17/18 0:00,eta 1/12,40 HC,ZIM,IMPORT,MORRIS,IL,60450,CHICAGO,IL,60638,52,"$2,000.00","$2,100.00"
1464780,#REF!,1/12/18 0:00,2/1/18 0:00,ETA 1/24,20FT CONTAINER,ZIM,IMPORT,LAREDO,TX,78045,LA PORTE,TX,77571,373,"$3,200.00","$3,400.00"
1464786,#REF!,1/15/18 0:00,1/16/18 0:00,LFD 1/16,40 Flat Rack,MSC,IMPORT,LAKEWOOD,WA,98499,SEATTLE,WA,98121,42,"$1,000.00","$1,200.00"
1464796,#REF!,1/15/18 0:00,1/18/18 0:00,,20FT CONTAINER,MSC,IMPORT,ARLINGTON,TX,76010,DALLAS,TX,75241,25,$700.00,$600.00
1464805,#REF!,1/17/18 0:00,1/19/18 0:00,CUT 1/19,40 HC,HAPAG LLYOD,EXPORT,SPARTANBURG,SC,29304,CHARLESTON,SC,29407,201,"$1,500.00","$1,600.00"
1464809,#REF!,1/17/18 0:00,1/19/18 0:00,CUT 1/19,40 HC,HAPAG LLYOD,EXPORT,SPARTANBURG,SC,29304,CHARLESTON,SC,29407,201,"$1,500.00","$1,600.00"
1464810,#REF!,1/12/18 0:00,2/1/18 0:00,ETA 1/24,40FT CONTAINER,ZIM,IMPORT,LAREDO,TX,78045,LA PORTE,TX,77571,373,"$2,900.00","$3,100.00"
1464816,#REF!,1/12/18 0:00,2/1/18 0:00,ETA 1/24,20FT CONTAINER,ZIM,IMPORT,LAREDO,TX,78045,LA PORTE,TX,77571,373,"$3,000.00","$3,100.00"
1464818,#REF!,1/12/18 0:00,2/1/18 0:00,ETA 1/24,40FT CONTAINER,ZIM,IMPORT,LAREDO,TX,78045,LA PORTE,TX,77571,373,"$2,900.00","$3,100.00"
1464821,#REF!,1/12/18 0:00,1/29/18 0:00,ETA 1/24,40 HC,ZIM,IMPORT,LAREDO,TX,78045,LA PORTE,TX,77571,373,"$2,800.00","$3,000.00"
1464823,#REF!,1/22/18 0:00,1/29/18 0:00,ETA 1/19,40 STD,COSCO,IMPORT,HOUSTON,TX,77055,LA PORTE,TX,77571,35,"$1,000.00","$1,200.00"
1464832,#REF!,1/12/18 0:00,2/1/18 0:00,ETA 1/24,20FT CONTAINER,ZIM,IMPORT,AUSTIN,TX,78754,LA PORTE,TX,77571,185,"$2,200.00","$2,400.00"
1464842,#REF!,1/15/18 0:00,1/18/18 0:00,,40FT CONTAINER,MSC,IMPORT,ARLINGTON,TX,76010,DALLAS,TX,75241,25,$700.00,$600.00
1464863,#REF!,1/16/18 0:00,1/17/18 0:00,cut 1/17,40 HC,NYK,EXPORT,SPRUCE PINE,NC,28777,CHARLOTTE,NC,28214,110,"$1,100.00","$1,200.00"
1464869,#REF!,1/13/18 0:00,1/18/18 0:00,LFD 1/12,20 STD,MAERSK,IMPORT,CORDELE,GA,31015,SAVANNAH,GA,0,0,"$2,400.00","$2,700.00"
1464885,#REF!,1/13/18 0:00,1/18/18 0:00,LFD 1/12,20 STD,MAERSK,IMPORT,CORDELE,GA,31015,SAVANNAH,GA,0,0,"$1,900.00","$2,400.00"
1464886,#REF!,1/15/18 0:00,1/24/18 0:00,ETA 1/16,40FT CONTAINER,MAERSK,IMPORT,MILPITAS,CA,95035,OAKLAND,CA,94607,46,"$1,000.00","$1,200.00"
1464888,#REF!,1/15/18 0:00,1/24/18 0:00,ETA 1/16,40FT CONTAINER,MAERSK,IMPORT,MILPITAS,CA,95035,OAKLAND,CA,94607,46,"$1,000.00","$1,200.00"
1464890,#REF!,1/15/18 0:00,1/24/18 0:00,ETA 1/16,40FT CONTAINER,MAERSK,IMPORT,MILPITAS,CA,95035,OAKLAND,CA,94607,46,"$1,000.00","$1,200.00"
1464891,#REF!,1/15/18 0:00,1/24/18 0:00,ETA 1/16,40FT CONTAINER,MAERSK,IMPORT,MILPITAS,CA,95035,OAKLAND,CA,94607,46,"$1,000.00","$1,200.00"
1464896,#REF!,1/15/18 0:00,1/23/18 0:00,ETA 1/16,40FT CONTAINER,MAERSK,IMPORT,MILPITAS,CA,95035,OAKLAND,CA,94607,46,"$1,200.00","$1,400.00"
1464899,#REF!,1/15/18 0:00,1/24/18 0:00,ETA 1/16,40FT CONTAINER,MAERSK,IMPORT,MILPITAS,CA,95035,OAKLAND,CA,94607,46,"$1,000.00","$1,200.00"
1464922,#REF!,1/28/18 0:00,2/2/18 0:00,LFD 2/1,40FT REEFER,HAPAG,IMPORT,ATLANTA,GA,30354,SAVANNAH,GA,31408,243,"$2,400.00","$2,700.00"
1464963,#REF!,1/15/18 0:00,1/23/18 0:00,LFD 1/19,40FT CONTAINER,HAPAG LLOYD,IMPORT,SNYDER,TX,79549,LA PORTE,TX,77571,515,"$3,700.00","$4,300.00"
1464967,#REF!,1/15/18 0:00,1/23/18 0:00,LFD 1/19,40FT CONTAINER,HAPAG LLOYD,IMPORT,SNYDER,TX,79549,LA PORTE,TX,77571,515,"$3,700.00","$4,300.00"
1464974,#REF!,1/15/18 0:00,1/18/18 0:00,eta 1/15,40 HC,APL,IMPORT,BARBERTON,OH,44203,CLEVELAND,OH,44114,42,$900.00,"$1,100.00"
1464975,#REF!,1/15/18 0:00,1/22/18 0:00,LFD 1/19,40FT CONTAINER,HAPAG LLOYD,IMPORT,SNYDER,TX,79549,LA PORTE,TX,77571,515,"$3,700.00","$4,300.00"
1464980,#REF!,1/12/18 0:00,1/12/18 0:00,LFD 1/17,40 HC,CMA,IMPORT,DALLAS,TX,5860,HOUSTON,TX,77029,1975,"$2,300.00","$2,500.00"
1464983,#REF!,1/15/18 0:00,1/19/18 0:00,LFD 1/19,40FT CONTAINER,MSC,IMPORT,SNYDER,TX,79549,PASADENA,TX,77586,522,"$3,700.00","$4,300.00"
1465044,#REF!,1/18/18 0:00,1/22/18 0:00,LFD 1/18,40 HC,HAPAG LLOYD,IMPORT,GAFFNEY,SC,29341,NORTH CHARLESTON,SC,29406,214,"$1,400.00","$2,100.00"
1465054,#REF!,1/12/18 0:00,1/13/18 0:00,,20FT CONTAINER,MSC,IMPORT,AURORA,IL,60504,CHICAGO,IL,60421,31,$600.00,$700.00
1465055,#REF!,1/16/18 0:00,1/19/18 0:00,,20 STD,MSC,IMPORT,FOREST HILL,LA,71430,NEW ORLEANS,LA,70115,193,"$1,600.00","$1,900.00"
1465059,#REF!,1/15/18 0:00,1/18/18 0:00,LFD 1/17,20FT CONTAINER,MSC,IMPORT,ARLINGTON,TX,76010,HASLET,TX,76052,32,$600.00,$600.00
1465087,#REF!,1/23/18 0:00,1/30/18 0:00,LFD 1/28,20FT CONTAINER,CMA,IMPORT,DALLAS,TX,75244,HASLET,TX,76052,46,"$1,200.00","$1,300.00"
1465091,#REF!,1/25/18 0:00,1/29/18 0:00,LFD: 1/25,20FT CONTAINER,K LINE,IMPORT,MORGANTON,NC,28655,CHARLESTON,SC,29401,277,"$2,000.00","$2,000.00"
1465092,#REF!,1/15/18 0:00,1/18/18 0:00,LFD 1/17,20FT CONTAINER,MSC,IMPORT,ARLINGTON,TX,76010,HASLET,TX,76052,32,$800.00,$800.00
1465094,#REF!,1/17/18 0:00,1/18/18 0:00,Cut off: 1/23,40 HC,APL,EXPORT,FORT SMITH,AR,72901,WEST MEMPHIS,AR,72301,281,"$2,100.00","$2,200.00"
1465097,#REF!,1/15/18 0:00,1/18/18 0:00,LFD 1/17,20FT CONTAINER,MSC,IMPORT,ARLINGTON,TX,76010,HASLET,TX,76052,32,$800.00,$600.00
1465098,#REF!,1/23/18 0:00,1/30/18 0:00,LFD 1/28,20FT CONTAINER,CMA,IMPORT,DALLAS,TX,75244,HASLET,TX,76052,46,"$1,100.00","$1,200.00"
1465104,#REF!,1/16/18 0:00,1/16/18 0:00,CUT 1/19,40 HC,MOL,EXPORT,PHILLIPSBURG,NJ,8865,BAYONNE,NJ,0,0,"$1,100.00","$1,100.00"
1465118,#REF!,1/15/18 0:00,1/18/18 0:00,LFD 1/17,20FT CONTAINER,MSC,IMPORT,ARLINGTON,TX,76010,HASLET,TX,76052,32,$600.00,$600.00
1465123,#REF!,1/23/18 0:00,1/30/18 0:00,LFD 1/29,20FT CONTAINER,CMA,IMPORT,DALLAS,TX,75244,HASLET,TX,76052,46,"$1,000.00","$1,100.00"
1465129,#REF!,1/15/18 0:00,1/18/18 0:00,,20FT CONTAINER,MSC,IMPORT,ARLINGTON,TX,76010,HASLET,TX,76052,32,$900.00,"$1,000.00"
1465130,#REF!,1/18/18 0:00,1/22/18 0:00,LFD 1/23,40 HC,NYK,IMPORT,THOMASVILLE,GA,31757,GARDEN CITY,GA,31408,213,"$1,700.00","$1,900.00"
1465150,#REF!,1/15/18 0:00,1/17/18 0:00,LFD 1/17,40 HC,MSC,IMPORT,ARLINGTON,TX,76010,HASLET,TX,76052,32,$600.00,$600.00
1465159,#REF!,1/15/18 0:00,1/18/18 0:00,LFD 1/17,40 HC,MSC,IMPORT,ARLINGTON,TX,76010,HASLET,TX,76052,32,$800.00,$600.00
1465170,#REF!,1/15/18 0:00,1/17/18 0:00,LFD 1/17,40 HC,MSC,IMPORT,ARLINGTON,TX,76010,HASLET,TX,76052,32,$600.00,$600.00
1465176,#REF!,1/15/18 0:00,1/18/18 0:00,LFD 1/17,40 HC,MSC,IMPORT,ARLINGTON,TX,76010,HASLET,TX,76052,32,$600.00,$600.00
1465179,#REF!,1/15/18 0:00,1/24/18 0:00,,40 HC,WAN HAI,IMPORT,CITY OF COMPTON,CA,90220,LONG BEACH,CA,90802,12,"$1,400.00","$1,700.00"
1465201,#REF!,1/22/18 0:00,1/26/18 0:00,CUT 1/26,20FT CONTAINER,HAPAG LLOYD,EXPORT,STATESVILLE,NC,28625,NORTH CHARLESTON,SC,29406,240,"$1,700.00","$1,800.00"
1465205,#REF!,1/22/18 0:00,1/26/18 0:00,CUT 1/26,20FT CONTAINER,HAPAG LLOYD,EXPORT,STATESVILLE,NC,28625,NORTH CHARLESTON,SC,29406,240,"$1,500.00","$1,600.00"
1465206,#REF!,1/22/18 0:00,1/25/18 0:00,CUT 1/26,20FT CONTAINER,HAPAG LLOYD,EXPORT,STATESVILLE,NC,28625,NORTH CHARLESTON,SC,29406,240,"$1,500.00","$1,600.00"
1465211,#REF!,1/25/18 0:00,1/25/18 0:00,CUT 1/19,40FT REEFER,CMA,EXPORT,TAYLOR,PA,18517,NEW YORK,NY,7114,118,"$2,100.00","$2,200.00"
1465227,#REF!,1/12/18 0:00,1/29/18 0:00,ETA 1/16,40FT CONTAINER,HAPAG,IMPORT,HOUSTON,TX,77093,HOUSTON,TX,77586,39,$800.00,$900.00
1465228,#REF!,1/16/18 0:00,1/17/18 0:00,CUT 1/19,40 HC,COSCO,EXPORT,HALSET,TX,76052,HASLET,TX,76052,0,"$2,300.00","$2,600.00"
1465230,#REF!,1/16/18 0:00,1/17/18 0:00,CUT OFF: 1/19,40 HC,CROWLEY,EXPORT,GRIFFIN,GA,30223,FT LAUDERDALE,FL,33316,614,"$3,900.00","$4,100.00"
1465236,#REF!,1/12/18 0:00,1/17/18 0:00,,40FT CONTAINER,APL,IMPORT,WALKERTON,IN,46574,HARVEY,IL,60426,71,"$3,000.00","$3,200.00"
1465253,#REF!,1/15/18 0:00,1/23/18 0:00,,40 HC,COSCO,IMPORT,LAGRANGE,GA,30240,AUSTELL,GA,30106,76,$700.00,$900.00
1465266,#REF!,1/11/18 0:00,1/16/18 0:00,,20FT CONTAINER,MSC,IMPORT,AURORA,IL,60504,CHICAGO,IL,60421,31,$600.00,$700.00
1465282,#REF!,1/17/18 0:00,1/26/18 0:00,ETA 1/17,40 HC,EVER,IMPORT,FORT WORTH,TX,76177,LA PORTE,TX,77571,311,"$2,200.00","$2,400.00"
1465288,#REF!,1/17/18 0:00,1/30/18 0:00,LFD 1/28,40 HC,EVER,IMPORT,FORT WORTH,TX,76177,LA PORTE,TX,77571,311,"$2,200.00","$2,800.00"
1465290,#REF!,1/22/18 0:00,1/31/18 0:00,eta 1/12/18,40 HC,HAPAG LLOYD,IMPORT,LA JOLLA,CA,92037,LONG BEACH,CA,90813,102,"$2,700.00","$3,100.00"
1465293,#REF!,1/17/18 0:00,1/25/18 0:00,ETA 1/17,40 HC,EVER,IMPORT,FORT WORTH,TX,76177,LA PORTE,TX,77571,311,"$2,100.00","$2,300.00"
1465296,#REF!,1/17/18 0:00,2/5/18 0:00,LFD 1/28,40 HC,EVER,IMPORT,FORT WORTH,TX,76177,LA PORTE,TX,77571,311,"$3,000.00","$3,400.00"
1465300,#REF!,1/18/18 0:00,1/31/18 0:00,LFD 1/28,40 HC,CMA,IMPORT,FORT WORTH,TX,76177,LA PORTE,TX,77571,311,"$2,500.00","$2,800.00"
1465324,#REF!,1/14/18 0:00,1/15/18 0:00,LFD 1/14,40 STD,PIL,IMPORT,WOODRIDGE,IL,60517,ELWOOD,IL,60601,28,"$1,300.00","$1,600.00"
1465326,#REF!,1/15/18 0:00,1/19/18 0:00,,20FT CONTAINER,MSC,IMPORT,AURORA,IL,60504,CHICAGO,IL,60421,31,"$1,000.00","$1,200.00"
1465329,#REF!,1/22/18 0:00,1/26/18 0:00,cut 1/30,40 HC,MAERSK,EXPORT,STOCKTON,CA,95205,OAKLAND,CA,94607,76,"$1,100.00","$1,200.00"
1465331,#REF!,1/22/18 0:00,1/26/18 0:00,cut 1/30,40 HC,MAERSK,EXPORT,STOCKTON,CA,95205,OAKLAND,CA,94607,76,"$1,000.00","$1,100.00"
1465332,#REF!,1/15/18 0:00,1/15/18 0:00,,20FT CONTAINER,MSC,IMPORT,AURORA,IL,60504,CHICAGO,IL,60421,31,"$1,000.00","$1,200.00"
1465333,#REF!,1/15/18 0:00,1/15/18 0:00,,20FT CONTAINER,MSC,IMPORT,AURORA,IL,60504,CHICAGO,IL,60421,31,"$1,000.00","$1,200.00"
1465336,#REF!,1/15/18 0:00,1/24/18 0:00,,20FT CONTAINER,MSC,IMPORT,AURORA,IL,60504,CHICAGO,IL,60421,31,"$1,000.00","$1,200.00"
1465343,#REF!,1/15/18 0:00,1/22/18 0:00,,20FT CONTAINER,MSC,IMPORT,AURORA,IL,60504,CHICAGO,IL,60421,31,"$1,000.00","$1,200.00"
1465356,#REF!,1/12/18 0:00,1/18/18 0:00,,40 HC,MSC,IMPORT,EUCLID,OH,44132,CLEVELAND,OH,44110,5,$500.00,$600.00
1465370,#REF!,1/17/18 0:00,1/24/18 0:00,ETA 1/17,40 HC,HAMBURG,IMPORT,MOBERLY,MO,65270,ELWOOD,IL,60421,325,"$3,600.00","$4,400.00"
1465373,#REF!,1/26/18 0:00,1/29/18 0:00,ETA 1/26,40 HC,YANG MING,IMPORT,BOULDER,CO,80301,DENVER,CO,80216,28,"$1,000.00","$1,300.00"
1465396,#REF!,1/15/18 0:00,1/19/18 0:00,,20FT CONTAINER,MSC,IMPORT,AURORA,IL,60504,CHICAGO,IL,60421,31,"$1,000.00","$1,200.00"
1465402,#REF!,1/12/18 0:00,1/26/18 0:00,,20FT CONTAINER,MSC,IMPORT,AURORA,IL,60504,CHICAGO,IL,60421,31,"$1,000.00","$1,200.00"
1465411,#REF!,1/16/18 0:00,1/16/18 0:00,,40FT CONTAINER,MSC,IMPORT,CARROLLTON,TX,75006,HASLET,TX,76052,45,$600.00,$900.00
1465414,#REF!,1/12/18 0:00,1/19/18 0:00,,20FT CONTAINER,MSC,IMPORT,AURORA,IL,60504,CHICAGO,IL,60421,31,"$1,000.00","$1,200.00"
1465422,#REF!,1/15/18 0:00,1/26/18 0:00,,20FT CONTAINER,MSC,IMPORT,AURORA,IL,60504,CHICAGO,IL,60421,31,"$1,000.00","$1,200.00"
1465424,#REF!,1/15/18 0:00,1/26/18 0:00,,20FT CONTAINER,MSC,IMPORT,AURORA,IL,60504,CHICAGO,IL,60421,31,"$1,000.00","$1,200.00"
1465430,#REF!,1/15/18 0:00,1/26/18 0:00,,20FT CONTAINER,MSC,IMPORT,AURORA,IL,60504,CHICAGO,IL,60421,31,"$1,000.00","$1,200.00"
1465431,#REF!,1/18/18 0:00,1/22/18 0:00,LFD 1/18,40 HC,HAPAG LLOYD,IMPORT,GAFFNEY,SC,29341,NORTH CHARLESTON,SC,29406,214,"$1,400.00","$2,100.00"
1465434,#REF!,1/15/18 0:00,1/24/18 0:00,,20FT CONTAINER,MSC,IMPORT,AURORA,IL,60504,CHICAGO,IL,60421,31,"$1,000.00","$1,200.00"
1465435,#REF!,1/15/18 0:00,1/19/18 0:00,,20FT CONTAINER,MSC,IMPORT,AURORA,IL,60504,CHICAGO,IL,60421,31,"$1,000.00","$1,200.00"
1465438,#REF!,1/15/18 0:00,1/29/18 0:00,,20FT CONTAINER,MSC,IMPORT,AURORA,IL,60504,CHICAGO,IL,60421,31,"$1,000.00","$1,200.00"
1465440,#REF!,1/15/18 0:00,1/26/18 0:00,,20FT CONTAINER,MSC,IMPORT,AURORA,IL,60504,CHICAGO,IL,60421,31,"$1,000.00","$1,200.00"
1465444,#REF!,1/15/18 0:00,1/19/18 0:00,,20FT CONTAINER,MSC,IMPORT,AURORA,IL,60504,CHICAGO,IL,60421,31,"$1,000.00","$1,200.00"
1465446,#REF!,1/15/18 0:00,1/19/18 0:00,,20FT CONTAINER,MSC,IMPORT,AURORA,IL,60504,CHICAGO,IL,60421,31,"$1,000.00","$1,200.00"
1465455,#REF!,1/15/18 0:00,1/19/18 0:00,,20FT CONTAINER,MSC,IMPORT,AURORA,IL,60504,CHICAGO,IL,60421,31,"$1,000.00","$1,200.00"
1465457,#REF!,1/15/18 0:00,1/26/18 0:00,,20FT CONTAINER,MSC,IMPORT,AURORA,IL,60504,CHICAGO,IL,60421,31,"$1,000.00","$1,200.00"
1465458,#REF!,1/15/18 0:00,1/24/18 0:00,,20FT CONTAINER,MSC,IMPORT,AURORA,IL,60504,CHICAGO,IL,60421,31,"$1,000.00","$1,200.00"
1465460,#REF!,1/15/18 0:00,1/29/18 0:00,,20FT CONTAINER,MSC,IMPORT,AURORA,IL,60504,CHICAGO,IL,60421,31,"$1,000.00","$1,200.00"
1466808,#REF!,1/15/18 0:00,1/18/18 0:00,ETA 1/14,20FT CONTAINER,COSCO,IMPORT,NORWOOD,MA,2062,BOSTON,MA,2205,25,"$1,000.00","$1,000.00"
1466809,#REF!,1/15/18 0:00,1/18/18 0:00,ETA 1/14,20FT CONTAINER,COSCO,IMPORT,NORWOOD,MA,2062,BOSTON,MA,2205,25,"$1,100.00","$1,000.00"
1466810,#REF!,1/15/18 0:00,1/18/18 0:00,ETA 1/14,20FT CONTAINER,COSCO,IMPORT,NORWOOD,MA,2062,BOSTON,MA,2205,25,"$1,000.00","$1,000.00"
1466860,#REF!,1/19/18 0:00,1/23/18 0:00,eta 1/16,20 STD,NYK,IMPORT,CHATSWORTH,CA,91311,WILMINGTON,CA,90744,51,"$1,300.00","$1,300.00"
1466865,#REF!,1/15/18 0:00,1/30/18 0:00,ETA 1/16,40FT CONTAINER,EVERGREEN,IMPORT,CLEARWATER,FL,33760,TAMPA,FL,33619,27,$700.00,$700.00
